posicao,momento
1.673,15.360578765312235
1.674,15.227526013287449
1.675,15.094473261262634
1.676,14.96142050923785
1.677,14.828367757213035
1.678,14.695315005188249
1.679,14.562262253163434
1.68,14.442999789053129
1.681,14.355914663409918
1.682,14.268829537766727
1.683,14.181744412123516
1.684,14.094659286480328
1.685,14.007574160837116
1.686,13.920489035193928
1.687,13.833403909550718
1.688,13.746318783907526
1.689,13.659233658264318
1.69,13.572148532621128
1.691,13.485063406977918
1.692,13.397978281334728
1.693,13.310893155691517
1.694,13.223808030048327
1.695,13.136722904405117
1.696,13.049637778761927
1.697,12.962552653118717
1.698,12.875467527475527
1.699,12.788382401832317
1.7,12.701297276189125
1.701,12.614212150545917
1.702,12.527127024902725
1.703,12.440041899259516
1.704,12.352956773616327
1.705,12.265871647973118
1.706,12.178786522329926
1.707,12.091701396686718
1.708,12.004616271043526
1.709,11.917531145400316
1.71,11.830446019757126
1.711,11.743360894113916
1.712,11.656275768470726
1.713,11.569190642827516
1.714,11.482105517184326
1.715,11.395020391541115
1.716,11.307935265897926
1.717,11.220850140254715
1.718,11.133765014611525
1.719,11.046679888968317
1.72,10.959594763325125
1.721,10.872509637681915
1.722,10.785424512038727
1.723,10.698339386395515
1.724,10.611254260752327
1.725,10.524169135109116
1.726,10.437084009465925
1.727,10.349998883822716
1.728,10.262913758179526
1.729,10.175828632536316
1.73,10.088743506893126
1.731,10.001658381249914
1.732,9.914573255606726
1.733,9.827488129963516
1.734,9.740403004320326
1.735,9.653317878677115
1.736,9.566232753033924
1.737,9.479147627390715
1.738,9.392062501747525
1.739,9.304977376104315
1.74,9.217892250461125
1.741,9.130807124817915
1.742,9.043721999174725
1.743,8.956636873531515
1.744,8.869551747888323
1.745,8.782466622245115
1.746,8.695381496601925
1.747,8.608296370958714
1.748,8.521211245315524
1.749,8.434126119672314
1.75,8.347040994029124
1.751,8.259955868385934
1.752,8.172870742742724
1.753,8.085785617099534
1.754,7.998700491456324
1.755,7.911615365813134
1.756,7.824530240169923
1.757,7.737445114526734
1.758,7.650359988883524
1.759,7.563274863240334
1.76,7.4761897375971245
1.761,7.3891046119539325
1.762,7.302019486310724
1.763,7.214934360667533
1.764,7.127849235024324
1.765,7.040764109381134
1.766,6.953678983737923
1.767,6.866593858094733
1.768,6.779508732451523
1.769,6.692423606808333
1.77,6.6053384811651235
1.771,6.518253355521933
1.772,6.431168229878724
1.773,6.3440831042355335
1.774,6.256997978592324
1.775,6.169912852949134
1.776,6.082827727305923
1.777,5.995742601662733
1.778,5.908657476019523
1.779,5.821572350376332
1.78,5.742736157194047
1.781,5.696895693855452
1.782,5.651055230516847
1.783,5.605214767178252
1.784,5.559374303839647
1.785,5.513533840501052
1.786,5.467693377162447
1.787,5.421852913823852
1.788,5.376012450485247
1.789,5.330171987146652
1.79,5.284331523808047
1.791,5.2384910604694515
1.792,5.1926505971308465
1.793,5.146810133792252
1.794,5.1009696704536465
1.795,5.055129207115051
1.796,5.009288743776446
1.797,4.963448280437852
1.798,4.917607817099246
1.799,4.871767353760651
1.8,4.825926890422046
1.801,4.780086427083452
1.802,4.734245963744846
1.803,4.688405500406251
1.804,4.642565037067646
1.805,4.596724573729052
1.806,4.550884110390446
1.807,4.505043647051851
1.808,4.459203183713246
1.809,4.413362720374651
1.81,4.367522257036046
1.811,4.321681793697451
1.812,4.275841330358846
1.813,4.230000867020251
1.814,4.184160403681647
1.815,4.138319940343051
1.816,4.092479477004446
1.817,4.0466390136658505
1.818,4.0007985503272465
1.819,3.954958086988651
1.82,3.9091176236500456
1.821,3.8632771603114513
1.822,3.817436696972846
1.823,3.771596233634251
1.824,3.725755770295646
1.825,3.6799153069570507
1.826,3.634074843618446
1.827,3.5882343802798506
1.828,3.5423939169412457
1.829,3.496553453602651
1.83,3.4507129902640457
1.831,3.404872526925451
1.832,3.3590320635868456
1.833,3.313191600248251
1.834,3.2673511369096455
1.835,3.221510673571051
1.836,3.1756702102324454
1.837,3.1298297468938507
1.838,3.0839892835552454
1.839,3.0381488202166507
1.84,2.9923083568780457
1.841,2.9464678935394506
1.842,2.9006274302008457
1.843,2.8547869668622505
1.844,2.8089465035236456
1.845,2.7631060401850505
1.846,2.7172655768464455
1.847,2.6714251135078504
1.848,2.6255846501692455
1.849,2.5797441868306503
1.85,2.5339037234920454
1.851,2.4880632601534503
1.852,2.4422227968148453
1.853,2.39638233347625
1.854,2.3505418701376453
1.855,2.30470140679905
1.856,2.258860943460445
1.857,2.21302048012185
1.858,2.167180016783245
1.859,2.12133955344465
1.86,2.075499090106045
1.861,2.02965862676745
1.862,1.983818163428845
1.863,1.9379777000902498
1.864,1.892137236751645
1.865,1.8462967734130498
1.866,1.8004563100744448
1.867,1.75461584673585
1.868,1.7087753833972448
1.869,1.6629349200586498
1.87,1.6170944567200447
1.871,1.5712539933814498
1.872,1.5254135300428446
1.873,1.4795730667042497
1.874,1.4337326033656448
1.875,1.3878921400270496
1.876,1.3420516766884547
1.877,1.2962112133498496
1.878,1.2503707500112546
1.879,1.2045302866726497
1.88,1.1621117579100004
1.881,1.1504906403308992
1.882,1.1388695227518004
1.883,1.1272484051726992
1.884,1.1156272875936004
1.885,1.1040061700144992
1.886,1.0923850524354004
1.887,1.0807639348562992
1.888,1.0691428172772004
1.889,1.0575216996980992
1.89,1.0459005821190004
1.891,1.0342794645398992
1.892,1.0226583469608004
1.893,1.0110372293816992
1.894,0.9994161118026004
1.895,0.9877949942234991
1.896,0.9761738766444004
1.897,0.9645527590652991
1.898,0.9529316414862004
1.899,0.9413105239070991
1.9,0.9296894063280003
1.901,0.9180682887488991
1.902,0.9064471711698003
1.903,0.8948260535906991
1.904,0.8832049360116003
1.905,0.8715838184324991
1.906,0.8599627008534003
1.907,0.8483415832742991
1.908,0.8367204656952003
1.909,0.8250993481160991
1.91,0.8134782305370003
1.911,0.8018571129578991
1.912,0.7902359953788003
1.913,0.7786148777996991
1.914,0.7669937602206003
1.915,0.7553726426414991
1.916,0.7437515250624003
1.917,0.732130407483299
1.918,0.7205092899042003
1.919,0.708888172325099
1.92,0.6972670547460003
1.921,0.685645937166899
1.922,0.6740248195878003
1.923,0.662403702008699
1.924,0.6507825844296002
1.925,0.639161466850499
1.926,0.6275403492714002
1.927,0.615919231692299
1.928,0.6042981141132002
1.929,0.592676996534099
1.93,0.5810558789550002
1.931,0.569434761375899
1.932,0.5578136437968002
1.933,0.546192526217699
1.934,0.5345714086386002
1.935,0.522950291059499
1.936,0.5113291734804002
1.937,0.4997080559012989
1.938,0.4880869383222002
1.939,0.4764658207430989
1.94,0.4648447031640002
1.941,0.4532235855848989
1.942,0.44160246800580016
1.943,0.4299813504266989
1.944,0.41836023284760016
1.945,0.4067391152684989
1.946,0.39511799768940015
1.947,0.38349688011029887
1.948,0.37187576253120014
1.949,0.36025464495209886
1.95,0.34863352737300013
1.951,0.33701240979389885
1.952,0.3253912922148001
1.953,0.31377017463569884
1.954,0.3021490570566001
1.955,0.29052793947749883
1.956,0.2789068218984001
1.957,0.2672857043192988
1.958,0.2556645867402001
1.959,0.2440434691610988
1.96,0.2324223515820001
1.961,0.2208012340028988
1.962,0.20918011642380008
1.963,0.1975589988446988
1.964,0.18593788126560007
1.965,0.1743167636864988
1.966,0.16269564610740006
1.967,0.15107452852829878
1.968,0.13945341094920005
1.969,0.12783229337009877
1.97,0.11621117579100004
1.971,0.10459005821189875
1.972,0.09296894063280003
1.973,0.08134782305369874
1.974,0.06972670547460003
1.975,0.05810558789549873
1.976,0.04648447031640002
1.977,0.03486335273729872
1.978,0.02324223515820001
1.979,0.011621117579098715
1.98,0.0
